team1_win,team1_kills,team1_gold,team1_towers,team1_dragons,team1_barons,team2_kills,team2_gold,team2_towers,team2_dragons,team2_barons,kill_diff,gold_diff,tower_diff,dragon_diff,baron_diff,gold_ratio,kill_ratio,objective_score_diff,games_count,game_duration,total_kills,total_gold,first_blood,first_tower,first_dragon,elder_dragons,herald_kills,avg_kills_per_min,gold_per_min_diff,vision_score_diff,cs_diff_15,gold_diff_15,team1_ad_count,team1_ap_count,team1_tank_count,team2_ad_count,team2_ap_count,team2_tank_count,early_game_lead,mid_game_lead,late_game_scaling,tournament_encoded,team1_side_blue,patch_major,patch_minor
0,13,27279,7,3,1,18,42274,8,3,1,-5,-14995,-1,0,0,0.3922045059163516,0.41935483870967744,-1,4,37,31,69553,0,0,1,1,2,1.0209241230953439,-461.4303654439963,-47,29,117,1,2,2,1,2,1,-0.022122971863331786,-0.06318331946201927,-0.7886386147242963,6,0,14.0,15.0
0,11,32483,6,2,1,14,33765,10,4,0,-3,-1282,-4,-2,1,0.4903242362033571,0.44,-5,5,30,25,66248,1,1,1,0,2,0.6526114819986604,-44.97580412217838,32,47,-817,2,2,0,3,2,2,0.651265985058004,-0.5081896936071384,-0.628803155157635,4,0,14.0,10.0
1,15,29558,11,4,1,15,26067,9,1,1,0,3491,2,3,0,0.5313797752808989,0.5,8,3,37,30,55625,1,0,1,2,1,1.380294975470885,119.50113353058907,-48,17,-1408,3,2,0,3,1,1,-0.9116034141873051,-0.49197124702930073,-0.3854813919804396,1,1,14.0,16.0
1,18,28756,6,3,1,5,30877,7,3,1,13,-2121,-1,0,0,0.4822162225613335,0.782608695652174,-1,4,27,23,59633,0,0,1,0,1,0.7005206966491592,-66.66664054714491,-95,-44,-1522,3,2,0,2,3,2,0.45569034593275193,0.04488287339730568,-0.5986443241247863,6,1,14.0,16.0
1,18,25451,10,3,1,10,31866,9,4,1,8,-6415,1,-1,0,0.4440392902629237,0.6428571428571429,-1,3,42,28,57317,1,1,1,0,0,0.8670945687575271,-186.7394601138639,-54,-48,-1741,1,2,1,3,2,1,0.20245683051734487,-0.0705238684966436,0.5084339143504788,4,0,14.0,3.0
1,8,41427,11,3,0,4,31535,5,3,1,4,9892,6,0,-1,0.5677887119322387,0.6666666666666666,3,3,22,12,72962,0,0,1,1,2,0.45757076328053137,360.1667996396172,49,-34,1599,3,3,1,1,2,2,-0.7977202103910264,-0.31895911930393583,-0.017666777762418207,6,0,14.0,20.0
0,4,33194,7,2,1,10,33646,7,4,1,-6,-452,0,-2,0,0.49661879114302815,0.2857142857142857,-4,5,22,14,66840,0,1,1,0,2,0.6681185883076294,-13.964318370373501,-44,34,737,1,2,2,3,2,0,-0.4038841064985139,-0.6836945636078373,-0.755068076641652,5,1,14.0,21.0
0,5,30451,9,2,1,14,41563,6,2,1,-9,-11112,3,0,0,0.4228483350459633,0.2631578947368421,3,3,24,19,72014,0,1,1,1,2,0.6428692048613257,-347.0970089343849,-90,3,1579,3,1,0,1,1,0,0.5916254273933337,0.6660941454705356,-0.47881843593928064,5,0,14.0,7.0
1,16,31092,7,4,1,17,33616,6,3,1,-1,-2524,1,1,0,0.4804970019163009,0.48484848484848486,3,3,26,33,64708,0,0,1,2,1,1.602472606189069,-78.56956840292082,64,30,-1260,2,2,0,1,3,2,-0.5356711760143276,0.26744869200380816,0.566937497393236,4,1,14.0,20.0
0,12,29667,7,3,1,19,31817,6,3,2,-7,-2150,1,0,-1,0.48251577646216903,0.3870967741935484,-2,3,40,31,61484,1,0,1,0,1,0.9807243972513243,-73.49276014732544,89,20,865,1,1,0,3,3,1,0.37653363918179283,0.7888879244806244,0.9449909310390987,2,0,14.0,15.0
0,9,27461,7,4,1,9,32940,7,4,1,0,-5479,0,0,0,0.4546447906491614,0.5,0,4,43,18,60401,0,0,0,0,0,0.47354829670745646,-206.94976446658183,3,2,-1190,1,2,0,1,2,0,0.1432419268048455,0.9839965153039802,-0.43169049245496427,1,0,14.0,23.0
1,19,29511,10,4,1,9,35943,10,2,1,10,-6432,0,2,0,0.45086625721881013,0.6785714285714286,4,4,39,28,65454,0,0,1,0,2,1.0583977952465173,-231.81304614870274,-15,31,-603,2,2,1,1,3,1,0.4755590115599908,-0.6696368752976782,0.8171517854713202,4,1,14.0,16.0
0,10,32636,6,3,0,10,39792,9,1,1,0,-7156,-3,2,-1,0.4505992157729055,0.5,-2,4,34,20,72428,1,0,1,0,0,0.5464932302798442,-234.35701323093866,27,30,327,1,2,2,1,3,0,0.13290324014676913,-0.5799455673963405,0.8379858912348239,6,1,14.0,6.0
0,7,32557,9,3,1,11,35813,7,4,1,-4,-3256,2,-1,0,0.47618838671932134,0.3888888888888889,0,5,39,18,68370,0,0,0,2,2,0.5584570695557138,-98.81423678627326,-21,23,-1947,2,2,1,2,3,1,0.7286267374008455,-0.264639304253786,0.4466149142047886,6,0,14.0,19.0
1,18,37854,9,4,1,5,35496,7,2,1,13,2358,2,2,0,0.5160736196319018,0.782608695652174,6,3,27,23,73350,1,1,0,1,2,0.6153689424487189,77.53927692495611,-44,31,987,2,3,1,3,1,2,0.8431392745087958,0.34396097804795045,0.4227662414255222,2,1,14.0,19.0
1,10,32830,11,4,1,12,30474,10,3,2,-2,2356,1,1,-1,0.5186086187286744,0.45454545454545453,0,4,23,22,63304,1,1,1,0,2,1.0400074119608183,67.98751849960405,-41,7,706,2,2,0,3,3,1,-0.06807737601063568,-0.05723898770192948,0.5290361910998818,4,0,14.0,21.0
1,22,30913,11,4,2,9,31109,8,3,0,13,-196,3,1,2,0.4984199155138499,0.7096774193548387,11,3,43,31,62022,1,0,1,0,2,1.0097639066330113,-5.702471414944208,21,18,-624,2,3,2,3,3,2,-0.13366752482871003,0.3502642204276394,-0.693319904075022,3,1,14.0,14.0
0,18,24014,7,3,1,10,27716,9,4,1,8,-3702,-2,-1,0,0.46421805528706744,0.6428571428571429,-4,5,32,28,51730,0,0,0,0,2,1.3939695692029803,-125.8958421347506,-68,-2,-713,3,2,2,1,1,2,0.7409118153389589,0.7352860480946757,0.9553703773838931,1,0,14.0,18.0
1,13,29344,8,3,1,3,31891,7,1,1,10,-2547,1,2,0,0.47920307013962604,0.8125,5,3,41,16,61235,1,0,0,0,2,0.7205350764813093,-95.92812128619003,-57,-37,888,2,3,0,2,1,1,-0.90933508447214,0.59442490330915,0.8360735409860367,2,1,14.0,10.0
1,17,35811,11,3,1,7,28536,9,2,1,10,7275,2,1,0,0.5565294419320248,0.7083333333333334,4,4,33,24,64347,1,1,1,1,0,0.8459268561041027,248.14888559764452,-40,-20,537,1,3,1,1,3,1,-0.3216302849093233,0.34100146003910736,0.3503719752032075,2,0,14.0,22.0
0,9,29717,7,4,1,21,31180,11,2,2,-12,-1463,-4,2,-1,0.48798791401875297,0.3,-3,4,33,30,60897,0,0,0,0,2,0.8672475163325392,-42.57670024058518,28,-18,-723,1,2,2,2,3,2,0.8807191650674191,0.9955512981458274,0.3539079875581699,1,0,14.0,23.0
0,14,32829,9,4,1,16,33298,11,3,1,-2,-469,-2,1,0,0.49645379345804286,0.4666666666666667,0,4,33,30,66127,1,0,1,1,2,1.1436402506670877,-13.504768407251847,-19,43,88,3,2,0,3,1,2,-0.9148204165230434,0.06946423019534209,-0.6920870161894281,1,1,14.0,6.0
1,17,33465,10,3,1,12,29964,10,2,1,5,3501,0,1,0,0.5275977865014425,0.5862068965517241,2,5,25,29,63429,1,1,1,2,0,0.7866232151422194,100.99560538181959,-69,5,543,1,1,2,3,2,0,0.11167276864964815,0.37766028612451796,-0.05342905674022602,6,1,14.0,21.0
1,7,30834,10,4,1,13,28240,8,4,1,-6,2594,2,0,0,0.5219555134238413,0.35,2,4,45,20,59074,1,0,0,2,2,0.6448013046074498,79.48525885489148,48,7,-396,1,3,1,2,3,1,0.15379075095567996,0.06402308310274729,-0.7263309501885684,6,0,14.0,9.0
1,16,30623,8,3,2,12,33931,7,2,1,4,-3308,1,1,1,0.4743780400904669,0.5714285714285714,6,4,31,28,64554,1,1,1,1,2,1.117034453570471,-94.9867783013773,94,-1,299,3,3,1,3,1,2,-0.29916154569696785,-0.6977679274609017,0.633759342458613,6,0,14.0,18.0
0,5,36587,8,2,1,11,40921,6,3,1,-6,-4334,2,-1,0,0.47204159570624965,0.3125,0,4,18,16,77508,1,1,0,2,0,0.7310915071517736,-141.82036947880619,20,-45,498,2,2,1,3,3,0,-0.6602356609772007,-0.5771624660136316,-0.5385064848645529,3,0,14.0,14.0
1,20,29966,8,3,2,16,36882,5,2,1,4,-6916,3,1,1,0.44827070368597416,0.5555555555555556,8,3,35,36,66848,1,0,0,1,0,0.943218662429594,-271.45272324231144,-28,22,-1853,3,3,1,3,3,0,0.7404943534042889,-0.8020359566478878,0.7164068722117616,1,1,14.0,11.0
0,18,32890,9,2,1,19,38044,9,4,2,-1,-5154,0,-2,-1,0.46367045422505426,0.4864864864864865,-7,4,29,37,70934,0,1,1,1,0,1.4262022511595298,-182.0647897813784,14,9,1184,2,2,0,2,2,2,0.9805459217666241,0.06194762712476276,0.24763789643125222,1,0,14.0,9.0
1,15,34656,11,3,1,7,35374,8,3,0,8,-718,3,0,1,0.49487362558903325,0.6818181818181818,6,4,19,22,70030,1,0,0,1,2,0.9691734964635557,-23.364297588173027,62,-23,-1068,1,3,1,1,3,1,-0.5040101876156662,-0.803528772170025,-0.2890484649303273,5,0,14.0,22.0
1,22,31552,10,3,2,7,29166,6,3,1,15,2386,4,0,1,0.5196482097565795,0.7586206896551724,7,3,35,29,60718,1,1,0,0,0,1.4109552366171825,89.78832460576018,33,9,-1315,3,3,2,1,1,2,0.6581674772616755,0.5075533988235252,0.7943866503526682,4,1,14.0,8.0
0,4,26828,6,3,0,12,25433,11,3,1,-8,1395,-5,0,-1,0.5133464725129637,0.25,-8,4,31,16,52261,0,1,1,2,2,0.606326673681666,44.631037964123465,67,12,1969,3,3,1,2,3,2,0.9674373083044245,0.680715279104765,0.967369273656671,6,1,14.0,22.0
0,7,30743,5,2,1,8,22041,11,4,0,-1,8702,-6,-2,1,0.5824302819036071,0.4666666666666667,-7,4,24,15,52784,0,1,1,1,1,0.3947532130967296,266.8102128884108,-39,15,121,2,1,0,1,2,1,0.3317651091092195,-0.7799999269683333,0.6008867489982408,2,0,14.0,22.0
0,16,25816,3,1,1,28,37683,7,2,1,-12,-11867,-4,-1,0,0.40655758358399346,0.36363636363636365,-6,3,37,44,63499,1,1,1,1,0,1.1851255379635304,-390.2719871769806,-14,22,1796,2,2,2,2,3,2,0.10185751694822964,0.3294435249091756,0.18955969100789516,6,1,14.0,7.0
0,13,35965,6,2,1,5,30301,6,4,1,8,5664,0,-2,0,0.5427368484592401,0.7222222222222222,-4,3,18,18,66266,1,1,1,1,2,0.49745202008927225,200.14040043872973,-79,5,-1747,3,3,2,1,2,2,-0.7169047981898831,0.9905203636781046,0.4881110464525886,3,1,14.0,19.0
0,14,37768,7,3,1,20,33198,9,4,1,-6,4570,-2,-1,0,0.5321985175999775,0.4117647058823529,-4,3,18,34,70966,0,0,1,0,0,0.9853330404976877,140.5809312652634,41,-13,-446,2,3,1,3,1,2,-0.06544138522311616,-0.09380286818443495,-0.7476118626457864,2,0,14.0,11.0
1,10,33079,10,3,1,22,27215,6,1,1,-12,5864,4,2,0,0.5486283875675855,0.3125,8,3,22,32,60294,1,0,1,2,0,0.9373685109454067,217.9239831747687,44,5,427,2,2,0,2,1,2,-0.45491060715178566,-0.9767956102458888,-0.06157518499751902,4,0,14.0,4.0
1,13,30087,8,4,1,13,37651,9,2,0,0,-7564,-1,2,1,0.44416723257255897,0.5,6,5,36,26,67738,0,1,1,2,1,0.9084341558326314,-248.36318013260862,33,10,228,2,1,0,3,3,2,0.44920658689943194,-0.9400855199599596,-0.10133613391836449,6,0,14.0,3.0
1,17,34197,10,3,1,3,33905,8,2,1,14,292,2,1,0,0.502143843058941,0.85,4,4,18,20,68102,0,0,1,2,2,0.5781862930695042,9.153545259215498,-9,24,-1321,2,3,0,3,3,2,-0.17862337319221333,0.17743398204408334,0.3070206683082395,2,1,14.0,23.0
0,12,24786,8,4,1,19,31187,9,3,1,-7,-6401,-1,1,0,0.4428206456684473,0.3870967741935484,1,4,29,31,55973,1,0,1,0,1,0.9038588877600605,-189.36759366075975,33,-7,-1152,1,1,2,1,1,0,0.3437509932430831,-0.9206919057073519,-0.2895864939037349,4,0,14.0,11.0
1,4,42231,11,3,1,16,29586,7,3,1,-12,12645,4,0,0,0.5880362588245123,0.2,4,5,40,20,71817,0,0,1,1,1,0.6603751624957989,375.241885533374,-66,-28,1598,3,1,1,2,2,1,0.3701766162367306,-0.7121063900559608,-0.5209965138550112,5,0,14.0,18.0
0,17,33965,4,2,1,9,36636,7,1,1,8,-2671,-3,1,0,0.48108383733941446,0.6538461538461539,-1,5,38,26,70601,0,0,1,0,2,0.8892385925772351,-102.58914674927168,0,-27,1183,1,2,2,1,3,2,0.110718606709856,0.099040606654486,-0.8604848031012824,3,1,14.0,12.0
1,6,40832,11,2,2,4,28719,6,2,2,2,12113,5,0,0,0.5870799844718264,0.6,5,3,21,10,69551,0,1,1,2,1,0.2781042210879866,399.4477191799041,-94,26,1473,3,2,2,3,3,2,0.3562039860736337,0.9336320511310445,-0.4053466017527767,4,1,14.0,1.0
0,9,36248,10,3,0,12,26602,9,3,2,-3,9646,1,0,-2,0.5767382657120127,0.42857142857142855,-5,3,23,21,62850,1,0,0,1,2,0.8789208249767054,342.8111722524489,-5,-18,1275,2,1,0,3,3,2,0.16214264678975265,0.05359305443314977,-0.04749854550102217,3,0,14.0,9.0
1,14,31787,7,3,2,9,34308,8,2,1,5,-2521,-1,1,1,0.48092896588244194,0.6086956521739131,4,4,19,23,66095,1,1,1,1,0,0.8244074687584022,-98.3874618374822,85,37,986,3,3,0,3,1,1,0.911021575180508,0.895215043969037,-0.71719497876065,4,0,14.0,19.0
1,17,36024,11,3,2,3,34726,8,2,1,14,1298,3,1,1,0.509173144876325,0.85,8,5,30,20,70750,1,0,1,2,1,0.5765854137743703,49.42422131404549,25,13,58,2,2,2,1,1,0,0.29700319106524486,0.6417389232777966,-0.046065959659553846,2,0,14.0,17.0
1,17,36641,9,4,1,17,36376,7,2,1,0,265,2,2,0,0.5018146459043784,0.5,6,4,32,34,73017,0,1,0,2,2,0.9766227730516315,8.427975598417035,91,-15,40,2,1,2,3,2,0,0.86130675872004,0.6427150909297221,0.2020681728601934,3,0,14.0,22.0
0,10,37726,10,2,1,16,29935,10,4,2,-6,7791,0,-2,-1,0.5575737869673815,0.38461538461538464,-7,3,35,26,67661,1,0,0,0,0,0.7643297484428968,249.53230017269811,-54,14,-780,3,3,1,1,2,1,-0.4583715127841965,-0.47777113877390764,-0.18073748188741234,3,1,14.0,17.0
1,21,33663,10,4,1,7,28965,8,2,1,14,4698,2,2,0,0.5375071852845372,0.75,6,4,30,28,62628,0,1,1,0,2,0.9661842638141807,184.04591315851516,-41,20,-831,2,3,1,1,1,0,0.2786884807149308,0.04615275421252907,-0.9228337163563836,5,1,14.0,15.0
0,17,33505,6,2,1,8,30049,11,4,2,9,3456,-5,-2,-1,0.5271894766655127,0.68,-12,3,41,25,63554,1,0,0,2,2,0.8900046342906204,113.8042072576403,-80,33,1560,1,1,2,2,3,2,-0.04986489404657424,0.9189116996442288,-0.7953436950530346,1,1,14.0,3.0
1,14,38192,10,3,1,9,26283,7,2,1,5,11909,3,1,0,0.5923536254362156,0.6086956521739131,5,5,19,23,64475,0,1,1,2,0,0.7334176150364142,349.49579974761184,-67,-43,1184,3,3,2,1,2,1,-0.3437508622319403,-0.9167902415302585,0.7926614535280665,5,1,14.0,20.0
0,10,28989,6,4,1,16,31386,10,4,1,-6,-2397,-4,0,0,0.4801490683229814,0.38461538461538464,-4,5,23,26,60375,0,1,0,2,0,1.0035793518862541,-92.54085368256287,-71,35,95,1,3,0,3,3,2,0.3403381695024439,-0.10834036509313671,-0.1307779534041813,6,1,14.0,12.0
1,13,33758,7,2,1,13,23396,7,3,1,0,10362,0,-1,0,0.5906498232844596,0.5,-2,3,24,26,57154,1,1,0,1,1,1.26829857094153,339.535554572077,-89,26,-18,3,1,2,3,1,1,-0.3838769396945172,-0.7942139446229803,-0.8323659362670783,3,0,14.0,15.0
1,12,35586,11,2,1,13,28065,5,2,0,-1,7521,6,0,1,0.559079983032474,0.48,9,4,31,25,63651,0,0,1,1,0,0.9131236401086373,266.94383035594734,31,-17,1937,1,2,1,3,2,0,-0.8655768948695381,0.387556599162838,-0.15836477464965948,1,1,14.0,23.0
0,12,28633,5,2,0,8,22327,8,4,2,4,6306,-3,-2,-2,0.5618720565149137,0.6,-13,3,42,20,50960,1,0,0,1,2,0.6259885837707776,231.74005092850103,20,15,-1422,1,2,0,3,1,2,0.2822576071034941,0.5453295516106411,-0.6574404382522745,3,0,14.0,1.0
1,19,27670,10,4,1,8,31318,7,2,1,11,-3648,3,2,0,0.46907845663524783,0.7037037037037037,7,4,42,27,58988,1,0,1,0,2,1.0160768306688608,-113.04187331480995,99,24,-1953,1,2,2,2,2,0,0.7698163146309807,-0.8255760419231495,0.32610796485163274,3,0,14.0,14.0
1,14,36214,6,4,0,15,26548,4,3,1,-1,9666,2,1,-1,0.5770051942258054,0.4827586206896552,1,5,31,29,62762,0,1,0,2,1,0.7584556104920096,340.95252954194876,-75,-23,-545,3,1,0,1,1,0,0.3203721309779737,-0.534728179247123,-0.68402891412051,3,1,14.0,20.0
0,13,28630,4,2,1,13,27825,7,4,1,0,805,-3,-2,0,0.5071295722256665,0.5,-7,4,36,26,56455,1,1,0,1,1,0.8065695755124832,28.718172187706895,-63,-47,-426,2,2,0,1,1,0,-0.5790535876759568,0.7689365650156104,0.40481244926029625,4,0,14.0,23.0
0,15,32163,6,2,0,22,33196,5,2,1,-7,-1033,1,0,-1,0.49209749231169386,0.40540540540540543,-2,5,36,37,65359,1,1,0,0,2,1.1586496915883033,-32.12403327321105,80,45,951,1,1,1,3,3,0,-0.6741406074284149,0.8946940287981764,-0.6379373583629369,5,1,14.0,10.0
1,6,30415,9,4,1,14,33811,5,3,0,-8,-3396,4,1,1,0.47356210880328836,0.3,9,3,42,20,64226,1,0,0,0,1,0.9283991854596327,-108.5144880656699,75,50,655,1,2,0,2,2,1,-0.3376372761205273,-0.5674537832511444,-0.2163555212006072,3,1,14.0,2.0
1,10,38353,6,3,1,10,28743,6,4,0,0,9610,0,-1,1,0.5716138070823894,0.5,1,4,31,20,67096,1,1,0,2,0,0.5778515968061124,367.204506527857,-59,-43,-14,3,2,2,2,2,0,-0.8053429373339038,0.6270108671566395,0.9595851541661882,6,1,14.0,18.0
1,1,38816,11,2,2,5,33138,10,2,0,-4,5678,1,0,2,0.5394557634043973,0.16666666666666666,7,3,26,6,71954,1,0,1,2,1,0.17436187456850974,169.7128139146034,79,-48,318,2,2,1,1,1,1,0.401763586135661,0.7224810655373481,-0.9851105757935013,4,1,14.0,13.0
0,7,31320,6,3,1,9,33295,11,3,1,-2,-1975,-5,0,0,0.4847171709355413,0.4375,-5,5,30,16,64615,1,1,0,0,0,0.6906567104989582,-62.49125295906655,-5,-40,1010,2,1,1,2,2,0,-0.32862180147959386,0.5054875435303678,0.38020704127939164,5,1,14.0,7.0
1,17,29030,11,2,1,13,29577,8,3,1,4,-547,3,-1,0,0.49533332195812785,0.5666666666666667,1,5,29,30,58607,1,1,1,0,1,1.3143956330868511,-17.032740228002886,62,46,1083,3,3,1,2,3,0,-0.2370258882775882,0.009048844483996232,0.056498938379273334,4,0,14.0,12.0
0,10,33152,10,3,1,25,29534,9,4,1,-15,3618,1,-1,0,0.5288581182401174,0.2857142857142857,-1,4,21,35,62686,0,0,1,1,2,1.2634120950335694,118.91777460595873,97,-14,1374,1,2,2,3,2,0,0.7646969480451931,0.7308131481343034,-0.8255262937193251,2,1,14.0,12.0
0,14,26923,6,3,1,6,36734,11,3,0,8,-9811,-5,0,1,0.4229385613522472,0.7,-2,4,38,20,63657,0,1,1,2,1,0.721954598981147,-348.7558623171053,-93,18,1225,2,2,1,3,3,0,0.6397893040310356,0.5390635701762778,0.6172130700779292,5,0,14.0,22.0
0,5,32586,8,2,1,23,31679,9,4,2,-18,907,-1,-2,-1,0.5070567182758889,0.17857142857142858,-8,5,31,28,64265,0,1,1,1,1,1.078477858434776,26.731761516413364,34,-19,-620,1,3,0,3,1,2,0.5004696726863302,-0.5811977259847423,-0.5591911795368696,5,0,14.0,19.0
0,13,28557,5,2,1,16,24285,9,4,1,-3,4272,-4,-2,0,0.5404223912796638,0.4482758620689655,-8,5,38,29,52842,0,1,0,1,2,1.0756427928676642,130.8099404473721,35,-41,-15,2,1,1,3,1,1,-0.43094843253117454,-0.9233322690032997,-0.5258374846469864,4,1,14.0,8.0
1,12,29219,10,3,1,14,26879,7,2,1,-2,2340,3,1,0,0.5208563585154551,0.46153846153846156,5,5,32,26,56098,0,1,1,0,2,1.2385197941321213,69.1405558287705,-6,-1,-1454,1,1,0,3,2,1,-0.7974595378937261,-0.24705564406974134,0.583186853046092,4,1,14.0,14.0
0,6,37273,8,3,1,14,36021,10,2,2,-8,1252,-2,1,-1,0.5085409446885147,0.3,-3,5,40,20,73294,1,1,0,1,1,0.8975309986234147,47.212903096462085,66,-23,1398,2,1,0,2,1,1,0.3529156277276486,-0.004465895603928294,0.14355364981218055,3,0,14.0,13.0
1,4,24014,6,4,2,18,27206,4,2,1,-14,-3192,2,2,1,0.4688402967590785,0.18181818181818182,9,4,39,22,51220,1,1,0,2,0,0.8174969806282025,-100.04566341963945,-9,14,-858,3,3,0,2,2,1,0.2792786772570577,-0.9063251378951234,-0.5573394846223656,4,1,14.0,15.0
0,13,28286,8,2,0,20,38339,9,2,1,-7,-10053,-1,0,-1,0.42455534709193243,0.3939393939393939,-4,4,43,33,66625,0,1,0,0,0,1.200120684640874,-376.04891932805765,-33,3,-652,3,3,0,1,3,2,0.6714145049017457,0.31052258918916475,-0.6271928853357034,1,1,14.0,12.0
1,6,33730,9,2,1,7,33712,8,2,1,-1,18,1,0,0,0.5001334479997628,0.46153846153846156,1,5,35,13,67442,0,1,0,1,1,0.4260770419763701,0.578160133622348,-46,43,58,1,2,0,3,1,0,-0.3645446448893854,0.45228161347129436,-0.5277222875109473,2,0,14.0,16.0
0,12,28833,7,2,1,19,36224,8,3,1,-7,-7391,-1,-1,0,0.44319596661389243,0.3870967741935484,-3,5,22,31,65057,1,1,0,2,0,1.2415252337262308,-244.0105001077573,90,16,1406,3,3,0,3,3,0,-0.1972172223769324,-0.3824038753986043,-0.939846492934215,1,1,14.0,16.0
0,11,26853,5,2,1,21,31795,10,2,0,-10,-4942,-5,0,1,0.4578672759514391,0.34375,-2,5,32,32,58648,0,0,1,0,1,0.8080432945786616,-145.7423810097047,-61,0,-1837,3,2,0,1,2,0,-0.9158696328222928,-0.5630988132198558,-0.19979576532132914,6,0,14.0,18.0
1,16,35615,9,3,1,5,34811,7,2,1,11,804,2,1,0,0.5057081191605373,0.7619047619047619,4,5,20,21,70426,0,0,1,0,0,0.5779059075219692,23.758182543203727,62,-2,1861,1,1,0,1,1,1,0.3033062913718194,-0.6389240510763468,0.4763043583205586,2,1,14.0,13.0
1,25,34767,7,3,1,16,25890,7,3,2,9,8877,0,0,-1,0.5731737474652554,0.6097560975609756,-3,4,37,41,60657,0,0,0,0,1,1.505764882386024,302.6562057510403,76,45,-1167,1,1,0,2,3,1,-0.729602568138618,0.15911071461246062,-0.5065379565131329,3,0,14.0,10.0
1,17,30589,9,3,1,13,29604,9,2,1,4,985,0,1,0,0.5081820145199608,0.5666666666666667,2,4,38,30,60193,0,0,1,2,0,0.9920552973615078,34.85360759869161,-38,-8,-1559,3,2,1,1,1,2,0.317181562195902,0.604447678523701,0.8737466271629102,3,0,14.0,18.0
1,14,35131,11,3,1,17,31255,4,1,1,-3,3876,7,2,0,0.5291929021179165,0.45161290322580644,11,5,40,31,66386,1,1,1,2,2,1.3885719262977805,112.30006664462283,34,48,-1425,3,2,0,3,2,0,0.6467305226948792,0.25837177806236733,-0.6866765409160518,1,1,14.0,20.0
0,17,31739,7,3,1,9,40996,10,3,1,8,-9257,-3,0,0,0.43636488623083797,0.6538461538461539,-3,4,26,26,72735,1,1,1,0,2,0.6934331982194235,-268.75314958374247,-95,11,1096,3,1,2,3,2,1,-0.23018178763614427,0.38302290627167856,0.35821566725360476,5,0,14.0,6.0
0,1,28678,6,3,1,20,38055,9,4,1,-19,-9377,-3,-1,0,0.4297424063057258,0.047619047619047616,-5,4,23,21,66733,1,1,1,1,1,1.0063047405662418,-346.5391554452088,-58,31,-1535,3,2,0,2,2,2,0.08739650878747618,0.15067566022881684,-0.04669548680369395,4,0,14.0,9.0
1,12,34869,7,4,1,4,29292,9,1,1,8,5577,-2,3,0,0.5434609809697479,0.75,4,3,36,16,64161,1,0,0,1,2,0.7603742419462435,182.15831998466544,-18,-45,601,2,3,1,1,3,2,0.1917963624190122,-0.9169861305135314,0.1635198939225111,3,0,14.0,16.0
1,16,35672,9,4,2,7,22976,7,4,1,9,12696,2,0,1,0.6082389851316328,0.6956521739130435,5,4,34,23,58648,1,0,1,2,0,0.8017173874584151,441.6607909127525,-18,-24,504,3,1,0,3,3,0,-0.7553474821113657,-0.6311298105231755,0.21164573378381624,3,1,14.0,13.0
1,19,38108,7,2,1,10,29040,8,1,1,9,9068,-1,1,0,0.5675224876392446,0.6551724137931034,1,4,19,29,67148,0,0,1,1,1,1.3258667295137012,347.69507604681223,-87,29,1484,1,1,1,2,2,0,0.439301702202447,0.38442264440836027,-0.809378517338323,3,1,14.0,17.0
1,22,31711,9,3,2,12,32433,7,3,1,10,-722,2,0,1,0.4943720379146919,0.6470588235294118,5,3,23,34,64144,0,0,1,2,2,1.4223853934309443,-23.439374227244226,71,-13,-268,2,2,1,1,1,0,-0.010037933136740396,0.1619307412880273,-0.9467609816298099,4,0,14.0,3.0
0,6,25217,7,3,1,17,35889,8,3,1,-11,-10672,-1,0,0,0.4126763329296632,0.2608695652173913,-1,3,29,23,61106,1,0,0,0,0,0.8934923231706522,-338.59352393155973,55,-45,-2000,2,2,0,1,2,0,-0.03641589105396159,-0.31809743237942545,-0.28195626463878765,6,1,14.0,9.0
0,14,31498,10,3,1,7,35396,11,2,1,7,-3898,-1,1,0,0.470864352557778,0.6666666666666666,1,5,27,21,66894,1,1,0,1,1,0.6525191761033301,-150.8770730481858,30,4,-1579,1,3,2,1,1,2,-0.04261795431043991,0.7576918178796113,-0.16873777663528622,6,1,14.0,15.0
0,11,29699,9,3,1,21,35450,11,3,1,-10,-5751,-2,0,0,0.4558627147001489,0.34375,-2,4,34,32,65149,0,0,0,1,0,1.3439368066218338,-184.61040501712765,55,47,72,3,2,1,1,3,1,-0.7321020548961683,-0.9687175251196116,-0.2912346594613151,3,1,14.0,13.0
1,10,32236,5,4,1,15,37102,7,1,1,-5,-4866,-2,3,0,0.4649110156047189,0.4,4,5,35,25,69338,0,1,1,0,1,1.0824864819038367,-194.53366519759572,80,3,-731,1,1,2,1,1,2,-0.8232052097209348,-0.20213108618158127,0.9491811385382571,5,0,14.0,21.0
0,13,37365,6,4,1,20,36238,7,3,1,-7,1127,-1,1,0,0.5076559379373123,0.3939393939393939,1,4,23,33,73603,0,0,1,2,2,0.9952544836490831,32.906027649758265,-41,16,-1668,1,1,0,3,3,0,-0.983724191216355,-0.3886034099561009,-0.11803823551075787,4,0,14.0,17.0
0,2,27544,6,2,1,18,36251,8,3,2,-16,-8707,-2,-1,-1,0.43175797476291244,0.1,-7,5,27,20,63795,1,0,0,1,2,0.6360187488815182,-293.2867021617002,10,33,-1065,1,1,1,2,1,1,0.004187669802929728,-0.17918948957961134,-0.7100846810032282,2,1,14.0,19.0
